model,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
32B,49,0.0,62,(A),-35.25,-35.0,-0.25,-0.25
32B,49,0.0,63,(B),-32.5,-36.0,3.5,-3.5
32B,49,0.0,64,(B),-30.0,-37.75,7.75,-7.75
32B,49,0.0,65,(B),-35.0,-37.0,2.0,-2.0
32B,49,0.0,66,(A),-33.25,-38.5,5.25,5.25
32B,49,0.0,67,(B),-35.5,-36.75,1.25,-1.25
32B,49,0.0,68,(A),-35.75,-31.25,-4.5,-4.5
32B,49,0.0,69,(B),-34.5,-36.5,2.0,-2.0
32B,49,0.0,70,(B),-31.625,-37.75,6.125,-6.125
32B,49,0.0,71,(B),-38.75,-34.0,-4.75,4.75
32B,49,0.0,72,(A),-38.75,-30.25,-8.5,-8.5
32B,49,0.0,73,(A),-39.75,-40.25,0.5,0.5
32B,49,0.0,74,(A),-37.5,-38.5,1.0,1.0
32B,49,0.0,75,(B),-30.5,-38.25,7.75,-7.75
32B,49,0.0,76,(A),-37.75,-33.5,-4.25,-4.25
32B,49,0.0,77,(B),-33.25,-39.5,6.25,-6.25
32B,49,0.0,78,(B),-37.25,-36.25,-1.0,1.0
32B,49,0.0,79,(B),-35.0,-33.25,-1.75,1.75
32B,49,0.0,80,(B),-27.75,-39.25,11.5,-11.5
32B,49,0.0,81,(A),-37.75,-30.25,-7.5,-7.5
32B,49,0.0,82,(A),-31.75,-33.0,1.25,1.25
32B,49,0.0,83,(A),-32.0,-41.75,9.75,9.75
32B,49,0.0,84,(A),-35.0,-24.375,-10.625,-10.625
32B,49,0.0,85,(A),-39.5,-30.5,-9.0,-9.0
32B,49,0.0,86,(B),-37.75,-35.0,-2.75,2.75
32B,49,0.0,87,(A),-36.75,-30.625,-6.125,-6.125
32B,49,0.0,88,(A),-33.25,-38.25,5.0,5.0
32B,49,0.0,89,(A),-37.75,-29.0,-8.75,-8.75
32B,49,0.0,90,(B),-36.25,-35.75,-0.5,0.5
32B,49,0.0,91,(B),-32.25,-39.25,7.0,-7.0
32B,49,0.0,92,(B),-33.5,-35.75,2.25,-2.25
32B,49,0.0,93,(A),-35.5,-38.25,2.75,2.75
32B,49,0.0,94,(B),-32.0,-41.0,9.0,-9.0
32B,49,0.0,95,(A),-38.75,-32.75,-6.0,-6.0
32B,49,0.0,96,(A),-37.75,-28.125,-9.625,-9.625
32B,49,0.0,97,(A),-34.75,-34.75,0.0,0.0
32B,49,0.0,98,(A),-39.0,-39.5,0.5,0.5
32B,49,0.0,99,(A),-37.75,-26.25,-11.5,-11.5
32B,49,1.0,0,(B),-37.25,-39.5,2.25,-2.25
32B,49,1.0,1,(A),-39.75,-38.25,-1.5,-1.5
32B,49,1.0,2,(B),-34.0,-42.25,8.25,-8.25
32B,49,1.0,3,(A),-41.0,-35.5,-5.5,-5.5
32B,49,1.0,4,(A),-36.5,-39.5,3.0,3.0
32B,49,1.0,5,(A),-40.0,-40.25,0.25,0.25
32B,49,1.0,6,(B),-31.375,-35.25,3.875,-3.875
32B,49,1.0,7,(B),-38.0,-39.75,1.75,-1.75
32B,49,1.0,8,(A),-40.25,-38.75,-1.5,-1.5
32B,49,1.0,9,(B),-42.5,-39.25,-3.25,3.25
32B,49,1.0,10,(B),-34.0,-38.5,4.5,-4.5
32B,49,1.0,11,(A),-36.75,-37.25,0.5,0.5
32B,49,1.0,12,(A),-32.5,-40.25,7.75,7.75
32B,49,1.0,13,(A),-40.0,-33.0,-7.0,-7.0
32B,49,1.0,14,(B),-34.5,-37.5,3.0,-3.0
32B,49,1.0,15,(B),-34.25,-41.75,7.5,-7.5
32B,49,1.0,16,(A),-42.75,-33.5,-9.25,-9.25
32B,49,1.0,17,(A),-39.75,-31.0,-8.75,-8.75
32B,49,1.0,18,(A),-44.25,-33.75,-10.5,-10.5
32B,49,1.0,19,(A),-42.75,-37.75,-5.0,-5.0
32B,49,1.0,20,(B),-39.25,-42.0,2.75,-2.75
32B,49,1.0,21,(B),-32.75,-40.25,7.5,-7.5
32B,49,1.0,22,(A),-39.75,-34.0,-5.75,-5.75
32B,49,1.0,23,(B),-33.0,-42.0,9.0,-9.0
32B,49,1.0,24,(A),-37.5,-33.25,-4.25,-4.25
32B,49,1.0,25,(B),-34.0,-38.75,4.75,-4.75
32B,49,1.0,26,(A),-38.5,-35.25,-3.25,-3.25
32B,49,1.0,27,(A),-35.5,-33.75,-1.75,-1.75
32B,49,1.0,28,(A),-39.25,-30.25,-9.0,-9.0
32B,49,1.0,29,(A),-34.5,-38.25,3.75,3.75
32B,49,1.0,30,(B),-34.25,-40.25,6.0,-6.0
32B,49,1.0,31,(B),-35.5,-40.5,5.0,-5.0
32B,49,1.0,32,(B),-37.75,-41.25,3.5,-3.5
32B,49,1.0,33,(B),-34.75,-38.5,3.75,-3.75
32B,49,1.0,34,(B),-36.25,-43.0,6.75,-6.75
32B,49,1.0,35,(B),-32.5,-40.75,8.25,-8.25
32B,49,1.0,36,(A),-34.0,-38.25,4.25,4.25
32B,49,1.0,37,(A),-37.0,-37.75,0.75,0.75
32B,49,1.0,38,(B),-32.25,-41.0,8.75,-8.75
32B,49,1.0,39,(A),-41.25,-26.5,-14.75,-14.75
32B,49,1.0,40,(B),-40.0,-38.75,-1.25,1.25
32B,49,1.0,41,(B),-39.75,-39.0,-0.75,0.75
32B,49,1.0,42,(A),-40.0,-33.25,-6.75,-6.75
32B,49,1.0,43,(A),-39.25,-39.25,0.0,0.0
32B,49,1.0,44,(A),-38.5,-36.0,-2.5,-2.5
32B,49,1.0,45,(B),-40.0,-44.25,4.25,-4.25
32B,49,1.0,46,(A),-38.25,-28.5,-9.75,-9.75
32B,49,1.0,47,(B),-35.25,-39.0,3.75,-3.75
32B,49,1.0,48,(B),-38.0,-39.5,1.5,-1.5
32B,49,1.0,49,(B),-28.125,-38.75,10.625,-10.625
32B,49,1.0,50,(B),-32.0,-37.75,5.75,-5.75
32B,49,1.0,51,(A),-39.75,-42.5,2.75,2.75
32B,49,1.0,52,(B),-34.0,-42.0,8.0,-8.0
32B,49,1.0,53,(A),-38.75,-30.75,-8.0,-8.0
32B,49,1.0,54,(B),-30.625,-42.25,11.625,-11.625
32B,49,1.0,55,(A),-41.5,-29.875,-11.625,-11.625
32B,49,1.0,56,(B),-33.5,-39.5,6.0,-6.0
32B,49,1.0,57,(A),-39.75,-38.5,-1.25,-1.25
32B,49,1.0,58,(B),-36.75,-41.5,4.75,-4.75
32B,49,1.0,59,(B),-42.0,-41.0,-1.0,1.0
32B,49,1.0,60,(A),-32.5,-33.0,0.5,0.5
32B,49,1.0,61,(A),-41.75,-29.25,-12.5,-12.5
32B,49,1.0,62,(A),-40.0,-36.25,-3.75,-3.75
32B,49,1.0,63,(B),-33.25,-39.5,6.25,-6.25
32B,49,1.0,64,(B),-30.625,-41.25,10.625,-10.625
32B,49,1.0,65,(B),-38.0,-39.25,1.25,-1.25
32B,49,1.0,66,(A),-36.5,-40.5,4.0,4.0
32B,49,1.0,67,(B),-32.25,-39.5,7.25,-7.25
32B,49,1.0,68,(A),-39.75,-35.5,-4.25,-4.25
32B,49,1.0,69,(B),-37.5,-39.5,2.0,-2.0
32B,49,1.0,70,(B),-34.75,-41.0,6.25,-6.25
32B,49,1.0,71,(B),-40.0,-39.75,-0.25,0.25
32B,49,1.0,72,(A),-40.75,-34.0,-6.75,-6.75
32B,49,1.0,73,(A),-41.25,-42.0,0.75,0.75
32B,49,1.0,74,(A),-39.25,-41.0,1.75,1.75
32B,49,1.0,75,(B),-34.25,-41.25,7.0,-7.0
32B,49,1.0,76,(A),-40.25,-36.5,-3.75,-3.75
32B,49,1.0,77,(B),-31.5,-41.25,9.75,-9.75
32B,49,1.0,78,(B),-39.25,-39.25,0.0,-0.0
32B,49,1.0,79,(B),-37.0,-37.75,0.75,-0.75
32B,49,1.0,80,(B),-26.0,-42.0,16.0,-16.0
32B,49,1.0,81,(A),-40.25,-32.25,-8.0,-8.0
32B,49,1.0,82,(A),-34.5,-35.25,0.75,0.75
32B,49,1.0,83,(A),-37.75,-44.0,6.25,6.25
32B,49,1.0,84,(A),-37.5,-25.0,-12.5,-12.5
32B,49,1.0,85,(A),-41.75,-33.75,-8.0,-8.0
32B,49,1.0,86,(B),-41.25,-40.0,-1.25,1.25
32B,49,1.0,87,(A),-39.75,-32.25,-7.5,-7.5
32B,49,1.0,88,(A),-36.5,-38.5,2.0,2.0
32B,49,1.0,89,(A),-40.5,-32.25,-8.25,-8.25
32B,49,1.0,90,(B),-37.5,-38.75,1.25,-1.25
32B,49,1.0,91,(B),-34.25,-43.0,8.75,-8.75
32B,49,1.0,92,(B),-34.25,-39.0,4.75,-4.75
32B,49,1.0,93,(A),-39.0,-40.0,1.0,1.0
32B,49,1.0,94,(B),-31.875,-44.25,12.375,-12.375
32B,49,1.0,95,(A),-41.75,-35.5,-6.25,-6.25
32B,49,1.0,96,(A),-40.25,-29.625,-10.625,-10.625
32B,49,1.0,97,(A),-36.0,-36.5,0.5,0.5
32B,49,1.0,98,(A),-41.25,-41.75,0.5,0.5
32B,49,1.0,99,(A),-40.25,-29.0,-11.25,-11.25
32B,46,-1.0,0,(B),-34.25,-30.75,-3.5,3.5
32B,46,-1.0,1,(A),-33.25,-33.0,-0.25,-0.25
32B,46,-1.0,2,(B),-35.0,-33.25,-1.75,1.75
32B,46,-1.0,3,(A),-34.25,-32.75,-1.5,-1.5
32B,46,-1.0,4,(A),-29.5,-34.75,5.25,5.25
32B,46,-1.0,5,(A),-32.5,-40.0,7.5,7.5
32B,46,-1.0,6,(B),-27.125,-23.875,-3.25,3.25
32B,46,-1.0,7,(B),-34.25,-26.625,-7.625,7.625
32B,46,-1.0,8,(A),-33.5,-37.5,4.0,4.0
32B,46,-1.0,9,(B),-37.75,-30.25,-7.5,7.5
32B,46,-1.0,10,(B),-33.25,-28.5,-4.75,4.75
32B,46,-1.0,11,(A),-28.75,-31.125,2.375,2.375
32B,46,-1.0,12,(A),-27.125,-34.0,6.875,6.875
32B,46,-1.0,13,(A),-30.5,-29.25,-1.25,-1.25
32B,46,-1.0,14,(B),-29.75,-24.25,-5.5,5.5
32B,46,-1.0,15,(B),-31.625,-31.25,-0.375,0.375
32B,46,-1.0,16,(A),-34.0,-29.5,-4.5,-4.5
32B,46,-1.0,17,(A),-33.75,-28.5,-5.25,-5.25
32B,46,-1.0,18,(A),-38.0,-30.875,-7.125,-7.125
32B,46,-1.0,19,(A),-36.5,-35.75,-0.75,-0.75
32B,46,-1.0,20,(B),-35.25,-32.75,-2.5,2.5
32B,46,-1.0,21,(B),-35.0,-32.75,-2.25,2.25
32B,46,-1.0,22,(A),-33.75,-33.25,-0.5,-0.5
32B,46,-1.0,23,(B),-36.25,-31.75,-4.5,4.5
32B,46,-1.0,24,(A),-31.125,-32.25,1.125,1.125
32B,46,-1.0,25,(B),-31.0,-31.125,0.125,-0.125
32B,46,-1.0,26,(A),-32.25,-31.75,-0.5,-0.5
32B,46,-1.0,27,(A),-29.625,-29.5,-0.125,-0.125
32B,46,-1.0,28,(A),-31.625,-25.0,-6.625,-6.625
32B,46,-1.0,29,(A),-30.125,-31.75,1.625,1.625
32B,46,-1.0,30,(B),-31.75,-32.25,0.5,-0.5
32B,46,-1.0,31,(B),-31.125,-28.75,-2.375,2.375
32B,46,-1.0,32,(B),-34.25,-30.125,-4.125,4.125
32B,46,-1.0,33,(B),-30.0,-30.5,0.5,-0.5
32B,46,-1.0,34,(B),-33.0,-31.5,-1.5,1.5
32B,46,-1.0,35,(B),-28.625,-32.5,3.875,-3.875
32B,46,-1.0,36,(A),-29.125,-31.25,2.125,2.125
32B,46,-1.0,37,(A),-30.375,-31.5,1.125,1.125
32B,46,-1.0,38,(B),-28.625,-30.5,1.875,-1.875
32B,46,-1.0,39,(A),-35.75,-25.25,-10.5,-10.5
32B,46,-1.0,40,(B),-34.75,-30.5,-4.25,4.25
32B,46,-1.0,41,(B),-35.75,-30.25,-5.5,5.5
32B,46,-1.0,42,(A),-32.25,-29.375,-2.875,-2.875
32B,46,-1.0,43,(A),-36.25,-38.0,1.75,1.75
32B,46,-1.0,44,(A),-33.5,-32.25,-1.25,-1.25
32B,46,-1.0,45,(B),-36.75,-33.75,-3.0,3.0
32B,46,-1.0,46,(A),-29.0,-25.75,-3.25,-3.25
32B,46,-1.0,47,(B),-30.25,-26.75,-3.5,3.5
32B,46,-1.0,48,(B),-34.5,-29.5,-5.0,5.0
32B,46,-1.0,49,(B),-28.25,-26.125,-2.125,2.125
32B,46,-1.0,50,(B),-31.25,-28.0,-3.25,3.25
32B,46,-1.0,51,(A),-35.75,-39.75,4.0,4.0
32B,46,-1.0,52,(B),-31.625,-34.5,2.875,-2.875
32B,46,-1.0,53,(A),-29.75,-28.875,-0.875,-0.875
32B,46,-1.0,54,(B),-29.875,-34.25,4.375,-4.375
32B,46,-1.0,55,(A),-37.0,-29.125,-7.875,-7.875
32B,46,-1.0,56,(B),-31.25,-31.0,-0.25,0.25
32B,46,-1.0,57,(A),-34.25,-35.0,0.75,0.75
32B,46,-1.0,58,(B),-35.75,-32.5,-3.25,3.25
32B,46,-1.0,59,(B),-39.0,-32.25,-6.75,6.75
32B,46,-1.0,60,(A),-27.625,-27.375,-0.25,-0.25
32B,46,-1.0,61,(A),-33.5,-24.25,-9.25,-9.25
32B,46,-1.0,62,(A),-31.75,-33.0,1.25,1.25
32B,46,-1.0,63,(B),-32.75,-30.75,-2.0,2.0
32B,46,-1.0,64,(B),-31.75,-29.875,-1.875,1.875
32B,46,-1.0,65,(B),-34.25,-30.75,-3.5,3.5
32B,46,-1.0,66,(A),-31.625,-37.0,5.375,5.375
32B,46,-1.0,67,(B),-35.5,-31.25,-4.25,4.25
32B,46,-1.0,68,(A),-32.0,-32.75,0.75,0.75
32B,46,-1.0,69,(B),-31.5,-29.875,-1.625,1.625
32B,46,-1.0,70,(B),-32.75,-32.0,-0.75,0.75
32B,46,-1.0,71,(B),-34.75,-29.75,-5.0,5.0
32B,46,-1.0,72,(A),-34.25,-34.5,0.25,0.25
32B,46,-1.0,73,(A),-35.75,-39.5,3.75,3.75
32B,46,-1.0,74,(A),-34.5,-37.25,2.75,2.75
32B,46,-1.0,75,(B),-31.625,-30.125,-1.5,1.5
32B,46,-1.0,76,(A),-35.0,-37.0,2.0,2.0
32B,46,-1.0,77,(B),-35.0,-35.75,0.75,-0.75
32B,46,-1.0,78,(B),-34.75,-30.375,-4.375,4.375
32B,46,-1.0,79,(B),-32.75,-24.5,-8.25,8.25
32B,46,-1.0,80,(B),-28.125,-33.75,5.625,-5.625
32B,46,-1.0,81,(A),-32.5,-30.625,-1.875,-1.875
32B,46,-1.0,82,(A),-30.25,-29.875,-0.375,-0.375
32B,46,-1.0,83,(A),-30.625,-37.75,7.125,7.125
32B,46,-1.0,84,(A),-33.0,-23.625,-9.375,-9.375
32B,46,-1.0,85,(A),-34.75,-30.0,-4.75,-4.75
32B,46,-1.0,86,(B),-36.25,-30.25,-6.0,6.0
32B,46,-1.0,87,(A),-30.375,-28.0,-2.375,-2.375
32B,46,-1.0,88,(A),-31.75,-36.25,4.5,4.5
32B,46,-1.0,89,(A),-32.5,-26.5,-6.0,-6.0
32B,46,-1.0,90,(B),-34.5,-29.375,-5.125,5.125
32B,46,-1.0,91,(B),-31.0,-31.25,0.25,-0.25
32B,46,-1.0,92,(B),-33.5,-31.625,-1.875,1.875
32B,46,-1.0,93,(A),-30.75,-36.0,5.25,5.25
32B,46,-1.0,94,(B),-32.0,-32.75,0.75,-0.75
32B,46,-1.0,95,(A),-34.25,-29.875,-4.375,-4.375
32B,46,-1.0,96,(A),-32.75,-28.5,-4.25,-4.25
32B,46,-1.0,97,(A),-28.625,-32.25,3.625,3.625
32B,46,-1.0,98,(A),-35.75,-39.25,3.5,3.5
32B,46,-1.0,99,(A),-33.0,-22.625,-10.375,-10.375
32B,46,0.0,0,(B),-35.5,-36.0,0.5,-0.5
32B,46,0.0,1,(A),-37.0,-35.5,-1.5,-1.5
32B,46,0.0,2,(B),-35.25,-39.5,4.25,-4.25
32B,46,0.0,3,(A),-38.5,-32.0,-6.5,-6.5
32B,46,0.0,4,(A),-33.75,-38.0,4.25,4.25
32B,46,0.0,5,(A),-36.75,-39.5,2.75,2.75
32B,46,0.0,6,(B),-28.5,-30.0,1.5,-1.5
32B,46,0.0,7,(B),-36.0,-35.25,-0.75,0.75
32B,46,0.0,8,(A),-37.5,-37.0,-0.5,-0.5
32B,46,0.0,9,(B),-39.75,-33.25,-6.5,6.5
32B,46,0.0,10,(B),-32.0,-34.0,2.0,-2.0
32B,46,0.0,11,(A),-32.75,-32.5,-0.25,-0.25
32B,46,0.0,12,(A),-29.125,-37.75,8.625,8.625
32B,46,0.0,13,(A),-36.75,-30.625,-6.125,-6.125
32B,46,0.0,14,(B),-31.5,-31.25,-0.25,0.25
32B,46,0.0,15,(B),-31.75,-37.75,6.0,-6.0
32B,46,0.0,16,(A),-38.75,-30.25,-8.5,-8.5
32B,46,0.0,17,(A),-37.75,-28.75,-9.0,-9.0
32B,46,0.0,18,(A),-40.5,-31.25,-9.25,-9.25
32B,46,0.0,19,(A),-41.0,-34.25,-6.75,-6.75
32B,46,0.0,20,(B),-37.0,-38.5,1.5,-1.5
32B,46,0.0,21,(B),-34.5,-37.25,2.75,-2.75
32B,46,0.0,22,(A),-37.5,-32.75,-4.75,-4.75
32B,46,0.0,23,(B),-32.0,-38.75,6.75,-6.75
32B,46,0.0,24,(A),-35.5,-32.0,-3.5,-3.5
32B,46,0.0,25,(B),-32.5,-36.0,3.5,-3.5
32B,46,0.0,26,(A),-35.5,-32.75,-2.75,-2.75
32B,46,0.0,27,(A),-33.0,-31.375,-1.625,-1.625
32B,46,0.0,28,(A),-35.25,-25.0,-10.25,-10.25
32B,46,0.0,29,(A),-33.5,-34.25,0.75,0.75
32B,46,0.0,30,(B),-31.875,-37.0,5.125,-5.125
32B,46,0.0,31,(B),-30.75,-34.25,3.5,-3.5
32B,46,0.0,32,(B),-35.75,-36.75,1.0,-1.0
32B,46,0.0,33,(B),-33.5,-35.25,1.75,-1.75
32B,46,0.0,34,(B),-33.25,-40.25,7.0,-7.0
32B,46,0.0,35,(B),-30.25,-38.0,7.75,-7.75
32B,46,0.0,36,(A),-30.875,-35.0,4.125,4.125
32B,46,0.0,37,(A),-35.0,-31.25,-3.75,-3.75
32B,46,0.0,38,(B),-29.625,-37.5,7.875,-7.875
32B,46,0.0,39,(A),-39.75,-25.875,-13.875,-13.875
32B,46,0.0,40,(B),-37.75,-34.5,-3.25,3.25
32B,46,0.0,41,(B),-37.75,-35.75,-2.0,2.0
32B,46,0.0,42,(A),-36.75,-31.625,-5.125,-5.125
32B,46,0.0,43,(A),-37.25,-36.0,-1.25,-1.25
32B,46,0.0,44,(A),-37.0,-34.25,-2.75,-2.75
32B,46,0.0,45,(B),-36.0,-39.0,3.0,-3.0
32B,46,0.0,46,(A),-34.75,-27.125,-7.625,-7.625
32B,46,0.0,47,(B),-32.25,-36.25,4.0,-4.0
32B,46,0.0,48,(B),-34.75,-34.0,-0.75,0.75
32B,46,0.0,49,(B),-27.125,-34.0,6.875,-6.875
32B,46,0.0,50,(B),-31.25,-32.75,1.5,-1.5
32B,46,0.0,51,(A),-38.5,-40.75,2.25,2.25
32B,46,0.0,52,(B),-31.375,-37.5,6.125,-6.125
32B,46,0.0,53,(A),-36.0,-27.375,-8.625,-8.625
32B,46,0.0,54,(B),-30.25,-39.5,9.25,-9.25
32B,46,0.0,55,(A),-39.75,-26.75,-13.0,-13.0
32B,46,0.0,56,(B),-31.375,-35.75,4.375,-4.375
32B,46,0.0,57,(A),-38.25,-34.25,-4.0,-4.0
32B,46,0.0,58,(B),-34.0,-38.25,4.25,-4.25
32B,46,0.0,59,(B),-40.25,-34.0,-6.25,6.25
32B,46,0.0,60,(A),-29.625,-29.625,0.0,0.0
32B,46,0.0,61,(A),-39.75,-27.125,-12.625,-12.625
32B,46,0.0,62,(A),-35.25,-35.0,-0.25,-0.25
32B,46,0.0,63,(B),-32.5,-36.0,3.5,-3.5
32B,46,0.0,64,(B),-30.0,-37.75,7.75,-7.75
32B,46,0.0,65,(B),-35.0,-37.0,2.0,-2.0
32B,46,0.0,66,(A),-33.25,-38.5,5.25,5.25
32B,46,0.0,67,(B),-35.5,-36.75,1.25,-1.25
32B,46,0.0,68,(A),-35.75,-31.25,-4.5,-4.5
32B,46,0.0,69,(B),-34.5,-36.5,2.0,-2.0
32B,46,0.0,70,(B),-31.625,-37.75,6.125,-6.125
32B,46,0.0,71,(B),-38.75,-34.0,-4.75,4.75
32B,46,0.0,72,(A),-38.75,-30.25,-8.5,-8.5
32B,46,0.0,73,(A),-39.75,-40.25,0.5,0.5
32B,46,0.0,74,(A),-37.5,-38.5,1.0,1.0
32B,46,0.0,75,(B),-30.5,-38.25,7.75,-7.75
32B,46,0.0,76,(A),-37.75,-33.5,-4.25,-4.25
32B,46,0.0,77,(B),-33.25,-39.5,6.25,-6.25
32B,46,0.0,78,(B),-37.25,-36.25,-1.0,1.0
32B,46,0.0,79,(B),-35.0,-33.25,-1.75,1.75
32B,46,0.0,80,(B),-27.75,-39.25,11.5,-11.5
32B,46,0.0,81,(A),-37.75,-30.25,-7.5,-7.5
32B,46,0.0,82,(A),-31.75,-33.0,1.25,1.25
32B,46,0.0,83,(A),-32.0,-41.75,9.75,9.75
32B,46,0.0,84,(A),-35.0,-24.375,-10.625,-10.625
32B,46,0.0,85,(A),-39.5,-30.5,-9.0,-9.0
32B,46,0.0,86,(B),-37.75,-35.0,-2.75,2.75
32B,46,0.0,87,(A),-36.75,-30.625,-6.125,-6.125
32B,46,0.0,88,(A),-33.25,-38.25,5.0,5.0
32B,46,0.0,89,(A),-37.75,-29.0,-8.75,-8.75
32B,46,0.0,90,(B),-36.25,-35.75,-0.5,0.5
32B,46,0.0,91,(B),-32.25,-39.25,7.0,-7.0
32B,46,0.0,92,(B),-33.5,-35.75,2.25,-2.25
32B,46,0.0,93,(A),-35.5,-38.25,2.75,2.75
32B,46,0.0,94,(B),-32.0,-41.0,9.0,-9.0
32B,46,0.0,95,(A),-38.75,-32.75,-6.0,-6.0
32B,46,0.0,96,(A),-37.75,-28.125,-9.625,-9.625
32B,46,0.0,97,(A),-34.75,-34.75,0.0,0.0
32B,46,0.0,98,(A),-39.0,-39.5,0.5,0.5
32B,46,0.0,99,(A),-37.75,-26.25,-11.5,-11.5
32B,46,1.0,0,(B),-38.25,-37.5,-0.75,0.75
32B,46,1.0,1,(A),-40.0,-37.25,-2.75,-2.75
32B,46,1.0,2,(B),-35.75,-38.5,2.75,-2.75
32B,46,1.0,3,(A),-40.0,-37.0,-3.0,-3.0
32B,46,1.0,4,(A),-36.5,-39.5,3.0,3.0
32B,46,1.0,5,(A),-37.75,-39.75,2.0,2.0
32B,46,1.0,6,(B),-31.75,-33.0,1.25,-1.25
32B,46,1.0,7,(B),-36.5,-37.25,0.75,-0.75
32B,46,1.0,8,(A),-40.0,-36.25,-3.75,-3.75
32B,46,1.0,9,(B),-41.0,-37.0,-4.0,4.0
32B,46,1.0,10,(B),-32.75,-35.25,2.5,-2.5
32B,46,1.0,11,(A),-36.25,-37.75,1.5,1.5
32B,46,1.0,12,(A),-31.75,-38.5,6.75,6.75
32B,46,1.0,13,(A),-38.5,-34.25,-4.25,-4.25
32B,46,1.0,14,(B),-37.75,-34.5,-3.25,3.25
32B,46,1.0,15,(B),-36.25,-38.0,1.75,-1.75
32B,46,1.0,16,(A),-42.25,-31.875,-10.375,-10.375
32B,46,1.0,17,(A),-39.25,-31.875,-7.375,-7.375
32B,46,1.0,18,(A),-44.0,-37.25,-6.75,-6.75
32B,46,1.0,19,(A),-42.25,-38.0,-4.25,-4.25
32B,46,1.0,20,(B),-39.75,-40.25,0.5,-0.5
32B,46,1.0,21,(B),-34.5,-37.0,2.5,-2.5
32B,46,1.0,22,(A),-38.5,-33.5,-5.0,-5.0
32B,46,1.0,23,(B),-33.5,-39.5,6.0,-6.0
32B,46,1.0,24,(A),-37.0,-35.0,-2.0,-2.0
32B,46,1.0,25,(B),-34.75,-37.25,2.5,-2.5
32B,46,1.0,26,(A),-37.0,-39.25,2.25,2.25
32B,46,1.0,27,(A),-35.25,-34.25,-1.0,-1.0
32B,46,1.0,28,(A),-36.0,-26.5,-9.5,-9.5
32B,46,1.0,29,(A),-33.25,-38.25,5.0,5.0
32B,46,1.0,30,(B),-34.25,-38.75,4.5,-4.5
32B,46,1.0,31,(B),-35.25,-36.5,1.25,-1.25
32B,46,1.0,32,(B),-38.5,-38.25,-0.25,0.25
32B,46,1.0,33,(B),-35.5,-36.5,1.0,-1.0
32B,46,1.0,34,(B),-38.5,-41.75,3.25,-3.25
32B,46,1.0,35,(B),-34.0,-37.75,3.75,-3.75
32B,46,1.0,36,(A),-33.5,-36.25,2.75,2.75
32B,46,1.0,37,(A),-35.75,-38.25,2.5,2.5
32B,46,1.0,38,(B),-33.75,-38.25,4.5,-4.5
32B,46,1.0,39,(A),-38.0,-27.5,-10.5,-10.5
32B,46,1.0,40,(B),-41.0,-38.25,-2.75,2.75
32B,46,1.0,41,(B),-39.75,-39.0,-0.75,0.75
32B,46,1.0,42,(A),-37.0,-34.75,-2.25,-2.25
32B,46,1.0,43,(A),-38.5,-37.0,-1.5,-1.5
32B,46,1.0,44,(A),-38.0,-34.0,-4.0,-4.0
32B,46,1.0,45,(B),-39.5,-41.25,1.75,-1.75
32B,46,1.0,46,(A),-35.75,-31.125,-4.625,-4.625
32B,46,1.0,47,(B),-34.75,-37.75,3.0,-3.0
32B,46,1.0,48,(B),-37.0,-37.5,0.5,-0.5
32B,46,1.0,49,(B),-28.375,-34.0,5.625,-5.625
32B,46,1.0,50,(B),-33.5,-35.5,2.0,-2.0
32B,46,1.0,51,(A),-39.75,-37.75,-2.0,-2.0
32B,46,1.0,52,(B),-33.75,-39.0,5.25,-5.25
32B,46,1.0,53,(A),-37.75,-36.25,-1.5,-1.5
32B,46,1.0,54,(B),-38.5,-40.5,2.0,-2.0
32B,46,1.0,55,(A),-41.5,-32.5,-9.0,-9.0
32B,46,1.0,56,(B),-35.75,-38.75,3.0,-3.0
32B,46,1.0,57,(A),-39.5,-36.75,-2.75,-2.75
32B,46,1.0,58,(B),-37.25,-38.5,1.25,-1.25
32B,46,1.0,59,(B),-40.25,-37.75,-2.5,2.5
32B,46,1.0,60,(A),-30.875,-32.5,1.625,1.625
32B,46,1.0,61,(A),-40.75,-31.75,-9.0,-9.0
32B,46,1.0,62,(A),-37.75,-37.75,0.0,0.0
32B,46,1.0,63,(B),-33.25,-35.0,1.75,-1.75
32B,46,1.0,64,(B),-37.0,-38.5,1.5,-1.5
32B,46,1.0,65,(B),-38.75,-38.5,-0.25,0.25
32B,46,1.0,66,(A),-37.25,-39.0,1.75,1.75
32B,46,1.0,67,(B),-33.5,-37.0,3.5,-3.5
32B,46,1.0,68,(A),-37.75,-36.0,-1.75,-1.75
32B,46,1.0,69,(B),-37.75,-38.5,0.75,-0.75
32B,46,1.0,70,(B),-34.25,-36.75,2.5,-2.5
32B,46,1.0,71,(B),-39.0,-37.5,-1.5,1.5
32B,46,1.0,72,(A),-40.25,-38.0,-2.25,-2.25
32B,46,1.0,73,(A),-40.0,-39.75,-0.25,-0.25
32B,46,1.0,74,(A),-38.5,-37.25,-1.25,-1.25
32B,46,1.0,75,(B),-38.0,-39.75,1.75,-1.75
32B,46,1.0,76,(A),-39.25,-36.5,-2.75,-2.75
32B,46,1.0,77,(B),-33.75,-38.75,5.0,-5.0
32B,46,1.0,78,(B),-39.25,-37.5,-1.75,1.75
